"","X","date_performed","bioassay_performed","biological_rep_number","technical_rep_number","papers_coated_by","performed_by","kd_scored_by","Mort_ScoredBy","X48hr_scored_by","X72hr_scored_by","mosquito_wet_weights_g","mosquito_dry_weights_g","mosquito_wing_lengths","start_exposure_temperature_c","start_exposure_humidity_percentage","end_exposure_temperature_c","end_exposure_humidity_percentage","X24_hour_temperature_c","Mort_Humid_Perc","X48_hour_temperature_c","X48_hour_humidity_percentage","X72_hour_temperature_c","X72_hour_humidity_percentage","colony","insecticide","concentration_percentage","concentration_mgm2","concentration_ugbottle","Knockdown_60min","Mortality_24hr","X48_hour_dead","X72_hour_dead","total_mosquitoes","data_input_checked","bioassay_notes","RawKDProp","RawMortProp","StartHumidProp","EndHumidProp","MortHumidProp","HumidDelta","Alive"
"158",158,"2022-04-13","WHO_Tubes",2,3,"Not Assesed","gpr","jag","jag",NA,NA,0.016,4e-04,2.77,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,15,NA,NA,27,NA,NA,0.296296296296296,0.555555555555556,0.773,0.78,0.784,0.700000000000003,12
"159",159,"2022-04-13","WHO_Tubes",2,4,"Not Assesed","gpr","jag","jag",NA,NA,0.016,4e-04,2.77,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,14,16,NA,NA,27,NA,NA,0.518518518518518,0.592592592592593,0.773,0.78,0.784,0.700000000000003,11
"160",160,"2022-04-13","WHO_Tubes",2,5,"Not Assesed","gpr","jag","jag",NA,NA,0.016,4e-04,2.77,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,14,15,NA,NA,26,NA,NA,0.538461538461538,0.576923076923077,0.773,0.78,0.784,0.700000000000003,11
"161",161,"2022-04-13","WHO_Tubes",2,6,"Not Assesed","gpr","jag","jag",NA,NA,0.016,4e-04,2.77,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,9,12,NA,NA,25,NA,NA,0.36,0.48,0.773,0.78,0.784,0.700000000000003,13
"162",162,"2022-04-13","WHO_Tubes",2,7,"Not Assesed","gpr","jag","jag",NA,NA,0.016,4e-04,2.77,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,16,20,NA,NA,24,NA,NA,0.666666666666667,0.833333333333333,0.773,0.78,0.784,0.700000000000003,4
"163",163,"2022-04-13","WHO_Tubes",2,1,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,35,NA,NA,0,0.0285714285714286,0.773,0.78,0.784,0.700000000000003,34
"164",164,"2022-04-13","WHO_Tubes",2,2,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,2,1,NA,NA,29,NA,NA,0.0689655172413793,0.0344827586206897,0.773,0.78,0.784,0.700000000000003,28
"165",165,"2022-04-13","WHO_Tubes",2,1,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,4,13,NA,NA,26,NA,NA,0.153846153846154,0.5,0.773,0.78,0.784,0.700000000000003,13
"166",166,"2022-04-13","WHO_Tubes",2,2,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,4,NA,NA,28,NA,NA,0.0357142857142857,0.142857142857143,0.773,0.78,0.784,0.700000000000003,24
"167",167,"2022-04-13","WHO_Tubes",2,3,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,5,NA,NA,27,NA,NA,0.037037037037037,0.185185185185185,0.773,0.78,0.784,0.700000000000003,22
"168",168,"2022-04-13","WHO_Tubes",2,4,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,3,NA,NA,26,NA,NA,0.0384615384615385,0.115384615384615,0.773,0.78,0.784,0.700000000000003,23
"169",169,"2022-04-13","WHO_Tubes",2,5,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,11,16,NA,NA,24,NA,NA,0.458333333333333,0.666666666666667,0.773,0.78,0.784,0.700000000000003,8
"170",170,"2022-04-13","WHO_Tubes",2,6,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,3,NA,NA,26,NA,NA,0,0.115384615384615,0.773,0.78,0.784,0.700000000000003,23
"171",171,"2022-04-13","WHO_Tubes",2,7,"Not Assesed","jag","jag","jag",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,9,13,NA,NA,33,NA,NA,0.272727272727273,0.393939393939394,0.773,0.78,0.784,0.700000000000003,20
"172",172,"2022-04-13","WHO_Tubes",2,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,35,NA,NA,0,0.0285714285714286,0.773,0.78,0.784,0.700000000000003,34
"173",173,"2022-04-13","WHO_Tubes",2,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,2,2,NA,NA,29,NA,NA,0.0689655172413793,0.0689655172413793,0.773,0.78,0.784,0.700000000000003,27
"174",174,"2022-04-13","WHO_Tubes",2,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,17,NA,NA,26,NA,NA,0.115384615384615,0.653846153846154,0.773,0.78,0.784,0.700000000000003,9
"175",175,"2022-04-13","WHO_Tubes",2,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,4,4,NA,NA,28,NA,NA,0.142857142857143,0.142857142857143,0.773,0.78,0.784,0.700000000000003,24
"176",176,"2022-04-13","WHO_Tubes",2,3,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,8,NA,NA,27,NA,NA,0.037037037037037,0.296296296296296,0.773,0.78,0.784,0.700000000000003,19
"177",177,"2022-04-13","WHO_Tubes",2,4,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,2,NA,NA,26,NA,NA,0.0384615384615385,0.0769230769230769,0.773,0.78,0.784,0.700000000000003,24
"178",178,"2022-04-13","WHO_Tubes",2,5,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,23,NA,NA,24,NA,NA,0.333333333333333,0.958333333333333,0.773,0.78,0.784,0.700000000000003,1
"179",179,"2022-04-13","WHO_Tubes",2,6,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,3,NA,NA,26,NA,NA,0.115384615384615,0.115384615384615,0.773,0.78,0.784,0.700000000000003,23
"180",180,"2022-04-13","WHO_Tubes",2,7,"Not Assesed","jag","gpr","gpr",NA,NA,0.0288,0.00044,2.8872,"27",77.3,"27",78,"27.1",78.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,15,NA,NA,33,NA,NA,0.242424242424242,0.454545454545455,0.773,0.78,0.784,0.700000000000003,18
"181",181,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,1,3,NA,NA,23,NA,NA,0.0434782608695652,0.130434782608696,0.796,0.788,0.804,0.799999999999997,20
"182",182,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,25
"183",183,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,12,16,NA,NA,30,NA,NA,0.4,0.533333333333333,0.796,0.788,0.804,0.799999999999997,14
"184",184,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,6,NA,NA,25,NA,NA,0.12,0.24,0.796,0.788,0.804,0.799999999999997,19
"185",185,"2022-04-21","WHO_Tubes",3,3,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,13,NA,NA,21,NA,NA,0.380952380952381,0.619047619047619,0.796,0.788,0.804,0.799999999999997,8
"186",186,"2022-04-21","WHO_Tubes",3,4,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,7,NA,NA,23,NA,NA,0.130434782608696,0.304347826086957,0.796,0.788,0.804,0.799999999999997,16
"187",187,"2022-04-21","WHO_Tubes",3,5,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,11,16,NA,NA,23,NA,NA,0.478260869565217,0.695652173913043,0.796,0.788,0.804,0.799999999999997,7
"188",188,"2022-04-21","WHO_Tubes",3,6,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,4,9,NA,NA,24,NA,NA,0.166666666666667,0.375,0.796,0.788,0.804,0.799999999999997,15
"189",189,"2022-04-21","WHO_Tubes",3,7,"Not Assesed","gpr","gpr","ge",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,20,NA,NA,30,NA,NA,0.266666666666667,0.666666666666667,0.796,0.788,0.804,0.799999999999997,10
"190",190,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,2,4,NA,NA,23,NA,NA,0.0869565217391304,0.173913043478261,0.796,0.788,0.804,0.799999999999997,19
"191",191,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,25
"192",192,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,21,22,NA,NA,30,NA,NA,0.7,0.733333333333333,0.796,0.788,0.804,0.799999999999997,8
"193",193,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,6,NA,NA,25,NA,NA,0.12,0.24,0.796,0.788,0.804,0.799999999999997,19
"194",194,"2022-04-21","WHO_Tubes",3,3,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,14,12,NA,NA,21,NA,NA,0.666666666666667,0.571428571428571,0.796,0.788,0.804,0.799999999999997,9
"195",195,"2022-04-21","WHO_Tubes",3,4,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,5,8,NA,NA,23,NA,NA,0.217391304347826,0.347826086956522,0.796,0.788,0.804,0.799999999999997,15
"196",196,"2022-04-21","WHO_Tubes",3,5,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,16,10,NA,NA,23,NA,NA,0.695652173913043,0.434782608695652,0.796,0.788,0.804,0.799999999999997,13
"197",197,"2022-04-21","WHO_Tubes",3,6,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,7,9,NA,NA,24,NA,NA,0.291666666666667,0.375,0.796,0.788,0.804,0.799999999999997,15
"198",198,"2022-04-21","WHO_Tubes",3,7,"Not Assesed","gpr","jag","jag",NA,NA,0.00059,0.000576,2.9737,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,17,20,NA,NA,30,NA,NA,0.566666666666667,0.666666666666667,0.796,0.788,0.804,0.799999999999997,10
"199",199,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,24
"200",200,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,25
"201",201,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,14,NA,NA,25,NA,NA,0.24,0.56,0.796,0.788,0.804,0.799999999999997,11
"202",202,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,3,NA,NA,23,NA,NA,0.130434782608696,0.130434782608696,0.796,0.788,0.804,0.799999999999997,20
"203",203,"2022-04-21","WHO_Tubes",3,3,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,2,NA,NA,23,NA,NA,0.0434782608695652,0.0869565217391304,0.796,0.788,0.804,0.799999999999997,21
"204",204,"2022-04-21","WHO_Tubes",3,4,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.796,0.788,0.804,0.799999999999997,24
"205",205,"2022-04-21","WHO_Tubes",3,5,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,6,NA,NA,23,NA,NA,0.130434782608696,0.260869565217391,0.796,0.788,0.804,0.799999999999997,17
"206",206,"2022-04-21","WHO_Tubes",3,6,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,0,NA,NA,17,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,17
"207",207,"2022-04-21","WHO_Tubes",3,7,"Not Assesed","jag","jag","jag",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,4,6,NA,NA,22,NA,NA,0.181818181818182,0.272727272727273,0.796,0.788,0.804,0.799999999999997,16
"208",208,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,24
"209",209,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,25
"210",210,"2022-04-21","WHO_Tubes",3,1,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,5,14,NA,NA,25,NA,NA,0.2,0.56,0.796,0.788,0.804,0.799999999999997,11
"211",211,"2022-04-21","WHO_Tubes",3,2,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,3,NA,NA,23,NA,NA,0.0869565217391304,0.130434782608696,0.796,0.788,0.804,0.799999999999997,20
"212",212,"2022-04-21","WHO_Tubes",3,3,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,1,NA,NA,23,NA,NA,0.0434782608695652,0.0434782608695652,0.796,0.788,0.804,0.799999999999997,22
"213",213,"2022-04-21","WHO_Tubes",3,4,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,1,NA,NA,25,NA,NA,0.04,0.04,0.796,0.788,0.804,0.799999999999997,24
"214",214,"2022-04-21","WHO_Tubes",3,5,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,6,NA,NA,23,NA,NA,0.130434782608696,0.260869565217391,0.796,0.788,0.804,0.799999999999997,17
"215",215,"2022-04-21","WHO_Tubes",3,6,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,0,NA,NA,17,NA,NA,0,0,0.796,0.788,0.804,0.799999999999997,17
"216",216,"2022-04-21","WHO_Tubes",3,7,"Not Assesed","jag","gpr","ge",NA,NA,0.00055,0.00053,2.944,"27",79.6,"27",78.8,"27",80.4,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,4,6,NA,NA,22,NA,NA,0.181818181818182,0.272727272727273,0.796,0.788,0.804,0.799999999999997,16
"217",217,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,3,16,NA,NA,24,NA,NA,0.125,0.666666666666667,0.778,0.779,0.787,0.100000000000009,8
"218",218,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,28,NA,NA,0,0.0357142857142857,0.778,0.779,0.787,0.100000000000009,27
"219",219,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,16,NA,NA,29,NA,NA,0.275862068965517,0.551724137931034,0.778,0.779,0.787,0.100000000000009,13
"220",220,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,15,NA,NA,24,NA,NA,0.0416666666666667,0.625,0.778,0.779,0.787,0.100000000000009,9
"221",221,"2022-05-12","WHO_Tubes",4,3,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,3,NA,NA,26,NA,NA,0.0384615384615385,0.115384615384615,0.778,0.779,0.787,0.100000000000009,23
"222",222,"2022-05-12","WHO_Tubes",4,4,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,12,NA,NA,31,NA,NA,0.0645161290322581,0.387096774193548,0.778,0.779,0.787,0.100000000000009,19
"223",223,"2022-05-12","WHO_Tubes",4,5,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,15,18,NA,NA,25,NA,NA,0.6,0.72,0.778,0.779,0.787,0.100000000000009,7
"224",224,"2022-05-12","WHO_Tubes",4,6,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,3,7,NA,NA,24,NA,NA,0.125,0.291666666666667,0.778,0.779,0.787,0.100000000000009,17
"225",225,"2022-05-12","WHO_Tubes",4,7,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,17,22,NA,NA,29,NA,NA,0.586206896551724,0.758620689655172,0.778,0.779,0.787,0.100000000000009,7
"226",226,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,7,16,NA,NA,24,NA,NA,0.291666666666667,0.666666666666667,0.778,0.779,0.787,0.100000000000009,8
"227",227,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,28,NA,NA,0,0.0357142857142857,0.778,0.779,0.787,0.100000000000009,27
"228",228,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,11,16,NA,NA,29,NA,NA,0.379310344827586,0.551724137931034,0.778,0.779,0.787,0.100000000000009,13
"229",229,"2022-05-12","WHO_Tubes",4,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,6,15,NA,NA,24,NA,NA,0.25,0.625,0.778,0.779,0.787,0.100000000000009,9
"230",230,"2022-05-12","WHO_Tubes",4,3,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,5,NA,NA,26,NA,NA,0,0.192307692307692,0.778,0.779,0.787,0.100000000000009,21
"231",231,"2022-05-12","WHO_Tubes",4,4,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,7,NA,NA,31,NA,NA,0.032258064516129,0.225806451612903,0.778,0.779,0.787,0.100000000000009,24
"232",232,"2022-05-12","WHO_Tubes",4,5,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,14,18,NA,NA,25,NA,NA,0.56,0.72,0.778,0.779,0.787,0.100000000000009,7
"233",233,"2022-05-12","WHO_Tubes",4,6,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,7,NA,NA,24,NA,NA,0.0833333333333333,0.291666666666667,0.778,0.779,0.787,0.100000000000009,17
"234",234,"2022-05-12","WHO_Tubes",4,7,"Not Assesed","gpr","jag","jag",NA,NA,0.00089,0.000589,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,17,22,NA,NA,29,NA,NA,0.586206896551724,0.758620689655172,0.778,0.779,0.787,0.100000000000009,7
"235",235,"2022-05-12","WHO_Tubes",4,1,"Not Assesed","jag","jag","jag",NA,NA,0.00082,0.00043,3.109,"27.1",77.8,"27",77.9,"27",78.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.778,0.779,0.787,0.100000000000009,24
